293,Private Code,B,C,5/1/2018,Honor Code,Privacy,Notebook,Privacy,"de Meric Sales, Agent LV",KY,12,out,,,Withdrawn,Out,,Out,6/2/2020,de Meric Sales
294,,B,F,2/7/2018,Frosted,Private Affair (PER),Privately Held,PrivateAffairPER,"Eddie Woods, Agent LVIII",KY,11,out,,,Withdrawn,Out,,Out,6/1/2020,Woods Eddie
295,,CH,C,3/18/2018,Central Banker,Private Escort,Dance With Ravens,PrivateEscort,"Hoppel's Horse & Cattle Co., Inc., Agent I",NY,9,out,,,Withdrawn,Out,,Out,6/9/2020,"Hoppel's Horse & Cattle Co., Inc."
296,,CH,C,3/20/2018,Midshipman,Private Merger,Consolidator,PrivateMerger,"Off the Hook LLC, Agent",NY,13,out,,,Withdrawn,Out,,Out,6/1/2020,Off the Hook LLC
297,,CH,C,4/5/2018,Chitu,Prize Informant,Marciano,PrizeInformant,Hawk's Nest (Kenneth Davis & S. R. Mansfield),FL,17,20.3,111,6/4,"72,000",Not Sold,,,,Hawks Nest LLC
298,,B,C,2/24/2018,Twirling Candy,Probably Thursday,Gio Ponti,ProbablyThursday,"Randy Miles, Agent I",KY,18,10.1,14,6/1,Jay & Joan Janssen,"175,000",,,,Miles Randy
299,,DB/BR,F,4/16/2018,Violence,Prodicious Facts,Giant's Causeway,ProdiciousFacts,"Kings Equine, Agent I",KY,1,10.2,94,6/1,O O Racing,"52,000",,,,Kings Equine
300,,B,C,3/6/2018,Jess's Dream,Proud Beauty,Proud Citizen,ProudBeauty,"Niall Brennan Stables, Agent XXXVIII",FL,8,out,,,Withdrawn,Out,,Out,6/3/2020,Brennan Niall
301,,B,C,3/8/2018,Palace Malice,Proud Indian,Indian Charlie,ProudIndian,"Wavertree Stables, Inc. (Ciaran Dunne), Agent XXVII",KY,5,21.3,48,6/1,Frank Mustari,"45,000",PS,,,"Wavertree Stables, Inc."
302,,B,C,4/19/2018,Nyquist,Proud Pearl,Proud Citizen,ProudPearl,"Eddie Woods, Agent IX",KY,11,out,,,Withdrawn,Out,,Out,6/8/2020,Woods Eddie
303,,B,C,4/21/2018,Maclean's Music,Provincial,Pulpit,Provincial,"Off the Hook LLC, Agent V",FL,13,10.1,99,6/1,Frank Mancari,"47,000",,,,Off the Hook LLC
304,,B,F,4/9/2018,Wicked Strong,Psychic Elaine,Sightseeing,PsychicElaine,"Cary Frommer LLC, Agent VI",KY,10,out,,,Withdrawn,Out,,Out,6/9/2020,Frommer Cary
305,,GR/RO,F,3/26/2018,Malibu Moon,Puddifoot,Red Giant,Puddifoot,"Eisaman Equine, Agent",KY,7,out,,,Withdrawn,Out,,Out,6/1/2020,Eisaman Equine
306,Coworth Park,B,F,2/20/2018,Lea,Pun,Pulpit,Pun,"Randy Bradshaw, Agent VII",KY,18,10.2,60,6/1,"65,000",Not Sold,,,,Bradshaw Randy
307,,CH,C,5/12/2018,Midshipman,Punta Ballena,Gulch,PuntaBallena,"Top Line Sales LLC, Agent XXVII",KY,14,out,,,Withdrawn,Out,,Out,6/2/2020,Top Line Sales
308,,B,C,3/8/2018,Hard Spun,Pure,Quality Road,Pure,"Wavertree Stables, Inc. (Ciaran Dunne), Agent XV",CA,5,21.1,72,6/1,BSW / Crow,"80,000",,,,"Wavertree Stables, Inc."
309,Infinite Purgatory,CH,F,3/20/2018,Goldencents,Purgatory Cat,Tale of the Cat,PurgatoryCat,"de Meric Sales, Agent LI",TX,12,out,,,Withdrawn,Out,,Out,6/10/2020,de Meric Sales
310,Purple Moonshine,B,F,4/12/2018,Munnings,Purple Trillium,Seeking the Gold,PurpleTrillium,All Dreams Equine,ON,20,out,,,Withdrawn,Out,,Out,5/26/2020,All Dreams Equine
311,,CH,F,3/31/2018,Munnings,Purrmorehissless,Smart Strike,Purrmorehissless,"Mayberry Farm, Agent IV",KY,B,out,,,Withdrawn,Out,,Out,6/10/2020,Mayberry Farm
312,,B,C,2/15/2018,Munnings,Puzzling,Ghostzapper,Puzzling,"Niall Brennan Stables, Agent XIV",KY,8,out,,,Withdrawn,Out,,Out,6/1/2020,Brennan Niall
313,Sir Julio,CH,C,3/12/2018,Uncaptured,Pyrite Flower,Formal Dinner,PyriteFlower,Smokey Willow Farm,FL,A,out,,,Withdrawn,Out,,Out,5/27/2020,Smokey Willow Farm
314,,B,C,3/31/2018,First Dude,Pyrite Grand Slam,Grand Slam,PyriteGrandSlam,Grassroots Training & Sales LLC,FL,J,10.1,113,6/1,Robert Murray,"60,000",,,,Grassroots Training & Sales LLC
315,,DB/BR,C,4/30/2018,Tonalist,Quality Lady,Quality Road,QualityLady,"Golden Rock Thoroughbreds, Agent V",KY,16,10.2,116,6/6,"35,000",Not Sold,,,,Golden Rock Thoroughbreds
316,,B,C,3/3/2018,Munnings,Queen Congie,Henny Hughes,QueenCongie,"Halcyon Hammock Farm, Agent I",KY,2,10.0,42,6/1,"James Divito, Agent","100,000",,,,Halcyon Hammock Farm
317,,CH,C,4/16/2018,Karakontie (JPN),Quest (GB),Mr. Sidney,QuestGB,"Pedro Bernal Perez, Agent",KY,16,22.2,91,6/1,O O Racing,"25,000",,,,Bernal Perez Pedro
318,,B,F,3/19/2018,Munnings,Quick Click,Tiznow,QuickClick,"Randy Miles, Agent XII",KY,18,9.4,121,6/1,Franklin Ave. Equine LLC / Jonathan Green,"100,000",,,,Miles Randy
319,,B,F,5/15/2018,Awesome Again,Quick Split,Broken Vow,QuickSplit,"Mayberry Farm, Agent V",KY,B,out,,,Withdrawn,Out,,Out,6/9/2020,Mayberry Farm
320,,CH,C,3/30/2018,Tapiture,Quiet Mover,Quiet American,QuietMover,"Off the Hook LLC, Agent XI",NY,13,out,,,Withdrawn,Out,,Out,6/3/2020,Off the Hook LLC
321,,CH,F,2/14/2018,First Samurai,Quilt,Pulpit,Quilt,"Old South Farm LLC, Agent",KY,9,out,,,Withdrawn,Out,,Out,5/27/2020,Old South Farm LLC
322,,CH,F,3/15/2018,Kantharos,Quite a Ruckus,Richter Scale,QuiteaRuckus,"Scanlon Training & Sales, Agent II",ON,2,21.0,16,6/1,Marc Winston,"175,000",PS,,,Scanlon Training Center
323,,B,C,4/4/2018,Central Banker,Quite the Sis,Quiet American,QuitetheSis,"Hoppel's Horse & Cattle Co., Inc., Agent IV",NY,9,10.3,119,6/1,"27,000",Not Sold,,,,"Hoppel's Horse & Cattle Co., Inc."
324,Power Through,B,C,4/2/2018,Temple City,Radiant Rocket,Peteski,RadiantRocket,"Top Line Sales LLC, Agent L",IL,14,out,,,Withdrawn,Out,,Out,6/10/2020,Top Line Sales
325,,CH,C,2/25/2018,Exaggerator,Radiant Ruby,Tale of the Cat,RadiantRuby,"Wavertree Stables, Inc. (Ciaran Dunne), Agent",KY,5,out,,,Withdrawn,Out,,Out,6/1/2020,"Wavertree Stables, Inc."
326,,B,F,2/9/2018,Mshawish,Rahaf,Street Cry (IRE),Rahaf,"Envision Equine, Agent I",KY,D,21.2,102,6/1,Thorostock LLC,"30,000",PS,,,Envision Equine
327,,B,C,4/12/2018,Street Sense,Raising Dakota,War Chant,RaisingDakota,"de Meric Sales, Agent XXV",KY,12,21.2,74,6/1,"Bradley Thoroughbreds LLC, Agent","20,000",,,,de Meric Sales
328,,B,F,3/13/2018,Shalaa (IRE),Rakiza (IRE),Elnadim,RakizaIRE,"Eddie Woods, Agent LXI",IR,11,out,,,Withdrawn,Out,,Out,4/20/2020,Woods Eddie
329,,B,F,3/24/2018,Tiznow,Randie's Legend,Benchmark,RandiesLegend,"de Meric Sales, Agent XIV",PA,12,out,,,Withdrawn,Out,,Out,6/1/2020,de Meric Sales
330,,B,C,4/4/2018,Drill,Rare Elegance,Forestry,RareElegance,Daylight Farm Racing & Sales,FL,A,10.1,104,6/1,"27,000",Not Sold,,,,Daylight Farm Racing & Sales
331,,CH,C,4/7/2018,Street Boss,Raucous Lady,Rock Hard Ten,RaucousLady,"Q Bar J Thoroughbreds LLC, Agent III",KY,15,10.2,78,6/1,Checkmate Thoroughbreds LLC,"20,000",,,,Q Bar J Thoroughbreds LLC
332,,B,C,3/4/2018,Vancouver (AUS),Ravenist,Survivalist,Ravenist,"Wavertree Stables, Inc. (Ciaran Dunne), Agent XXII",ON,5,out,,,Withdrawn,Out,,Out,4/20/2020,"Wavertree Stables, Inc."
333,,DB/BR,C,5/13/2018,Kantharos,Raven's Rockette,Raven's Pass,RavensRockette,"Stephens Thoroughbreds LLC, Agent I",KY,H,out,,,Withdrawn,Out,,Out,4/15/2020,Stephens Thoroughbreds LLC
334,,B,F,2/4/2018,Maclean's Music,Raving About You,Arch,RavingAboutYou,"Altamira Stable LLC, Agent IV",KY,3,21.0,79,6/1,Ralph M. Evans,"110,000",,,,Altamira Stable LLC
335,,CH,F,4/11/2018,Munnings,Razia Sultana,Harlan's Holiday,RaziaSultana,"RiceHorse Stable (Brandon & Ali Rice), Agent I",KY,17,10.1,62,6/1,Charles Zacney Racing,"85,000",,,,RiceHorse
336,,B,F,4/1/2018,Outwork,Razzledazzle Me,Warrior's Reward,RazzledazzleMe,"Cary Frommer LLC, Agent VI",KY,10,10.2,20,6/1,"Equilete, Inc.","40,000",PS,,,Frommer Cary
337,,DB/BR,F,2/2/2018,First Samurai,Ready Recall,More Than Ready,ReadyRecall,"Eisaman Equine, Agent",KY,7,10.2,103,6/1,Diane Olson,"14,000",,,,Eisaman Equine
338,,B,C,3/15/2018,Bernardini,Real Fancy Runner,Johannesburg,RealFancyRunner,"Eisaman Equine, Agent",KY,7,10.2,12,6/1,"Nick Esler, Agent for Michael P. Lyden","82,000",,,,Eisaman Equine
339,,B,F,4/9/2018,Liam's Map,Real Tizzy,Tiznow,RealTizzy,"Niall Brennan Stables, Agent II",KY,8,21.4,53,6/1,Charles Zacney Racing,"25,000",,,,Brennan Niall
340,Rontos,CH,C,4/11/2018,Social Inclusion,Rebirther,Lemon Drop Kid,Rebirther,"Fast Horses, Agent",FL,A,out,,,Withdrawn,Out,,Out,6/8/2020,Fast Horses
341,,B,F,3/5/2018,Constitution,Rebuke,Carson City,Rebuke,"Niall Brennan Stables, Agent XV",KY,8,20.4,6,6/1,Ben McElroy / Narvick International,"450,000",,,,Brennan Niall
342,,B,C,2/10/2018,Lemon Drop Kid,Recalibrate,Kitten's Joy,Recalibrate,Grassroots Training & Sales LLC,KY,J,10.3,86,6/1,Expoline Agent,"20,000",PS,,,Grassroots Training & Sales LLC
343,,DB/BR,C,3/11/2018,Commissioner,Red Bottoms,Candy Ride (ARG),RedBottoms,Grassroots Training & Sales LLC,KY,J,10.1,68,6/1,Majed Alabdulkarim,"55,000",,,,Grassroots Training & Sales LLC
344,,CH,C,3/3/2018,Daredevil,Red Headed Lill,Speightstown,RedHeadedLill,"Julie Davies LLC, Agent III",NY,20,out,,,Withdrawn,Out,,Out,6/1/2020,Davies Julie
345,,B,C,2/16/2018,Honor Code,Redstart,Blame,Redstart,"Mayberry Farm, Agent III",KY,B,10.2,69,6/1,"145,000",Not Sold,,,,Mayberry Farm
346,,GR/RO,F,3/18/2018,Freud,Reeley Misbehaving,Mr. Greeley,ReeleyMisbehaving,"Off the Hook LLC, Agent",NY,13,10.3,134,6/1,"Bruce Brown, Agent","22,000",,,,Off the Hook LLC
347,,CH,C,3/31/2018,Distorted Humor,Re Entry,Malibu Moon,ReEntry,"Randy Bradshaw, Agent VII",KY,18,10.3,105,6/1,Brilliant Racing LLC & Sam Aguiar,"100,000",,,,Bradshaw Randy
348,,GR/RO,C,3/24/2018,Creative Cause,Reflect And Dream (AUS),Grand Lodge,ReflectAndDreamAUS,"Julie Davies LLC, Agent XXXIV",KY,20,21.1,15,6/1,"47,000",Not Sold,,,,Davies Julie
349,,DB/BR,F,4/14/2018,Wicked Strong,Regal Betty,Congrats,RegalBetty,Camelot Acres Racing and Sales,FL,G,10.1,97,6/1,Frank Mancari,"50,000",,,,Camelot Acres
350,,B,C,2/16/2018,Verrazano,Regard,Fusaichi Pegasus,Regard,"Kings Equine, Agent IV",NY,1,10.2,10,6/1,King Star LLC,"10,000",PS,,,Kings Equine
351,Artie On My Mind,B,C,4/19/2018,We Miss Artie,Reggae Rose,Touch Gold,ReggaeRose,"Woodford Thoroughbreds, Agent II",KY,17,21.1,123,6/1,Sterling Racing LLC,"30,000",,,,Woodford Thoroughbreds
352,Applicable,CH,F,1/23/2018,Candy Ride (ARG),Relevant,War Front,Relevant,"Harris Training Center LLC, Agent II",KY,13,out,,,Withdrawn,Out,,Out,6/10/2020,Harris Training Center LLC
353,,B,F,3/9/2018,American Pharoah,Renee's Titan,Bernstein,ReneesTitan,"de Meric Sales, Agent VIII",FL,12,out,,,Withdrawn,Out,,Out,6/10/2020,de Meric Sales
354,,B,C,2/18/2018,Mucho Macho Man,Repeta,Broken Vow,Repeta,"Top Line Sales LLC, Agent XXX",KY,14,10.1,91,6/2,"Gayle Van Leer, Agent","35,000",PS,,,Top Line Sales
355,,B,F,3/23/2018,Effinex,Rgirldoesn'tbluff,Pine Bluff,Rgirldoesntbluff,"Kilbride Stables, Agent I",NY,6,10.2,30,6/2,"47,000",Not Sold,,,,Kilbride Stables
356,,CH,C,3/25/2018,Carpe Diem,Ribbon Taffy,Hard Spun,RibbonTaffy,"Scanlon Training & Sales, Agent VI",KY,2,21.2,82,6/2,"77,000",Not Sold,,,,Scanlon Training Center
357,,CH,C,1/23/2018,First Samurai,Richie's Trix,Majestic Warrior,RichiesTrix,"Randy Miles, Agent I",IN,18,out,,,Withdrawn,Out,,Out,6/1/2020,Miles Randy
358,,CH,C,4/22/2018,Bayern,Risk Control,Giant's Causeway,RiskControl,"Craig L. Wheeler, Agent",KY,3,out,,,Withdrawn,Out,,Out,5/11/2020,Wheeler Craig L.
359,,B,C,1/20/2018,Wicked Strong,Riviera Chic,Medaglia d'Oro,RivieraChic,"Coastal Equine LLC (Jesse Hoppel), Agent XIV",NY,A,10.2,115,6/2,Mark Schwartz,"5,000",,,,Coastal Equine LLC
360,,CH,C,4/12/2018,Exaggerator,Rock and Glory,Rock Hard Ten,RockandGlory,Q Bar J Thoroughbreds LLC,KY,15,11.0,124,6/2,"Kenneth McPeek, Agent","19,000",,,,Q Bar J Thoroughbreds LLC
361,,DB/BR,F,3/2/2018,Twirling Candy,Rockin Heather,In Excess (IRE),RockinHeather,McMahon of Saratoga Thoroughbreds LLC,NY,15,21.1,34,6/2,Ernie Kuehne,"45,000",,,,McMahon of Saratoga Thoroughbreds LLC
362,,CH,C,3/14/2018,Chitu,Rockin On,Swiss Yodeler,RockinOn,"All In Sales (Tony Bowling), Agent",FL,H,out,,,Withdrawn,Out,,Out,6/2/2020,All In Sales
363,,GR/RO,F,2/8/2018,Congrats,Rockport Beauty,Rockport Harbor,RockportBeauty,"Eisaman Equine, Agent",KY,7,10.3,126,6/2,Ingrid Mason,"30,000",,,,Eisaman Equine
364,,GR/RO,F,4/16/2018,The Big Beast,Romantic Juliet,Put It Back,RomanticJuliet,"Dean's List, Agent I",FL,H,10.3,105,6/2,Allen Landry,"10,000",,,,Dean's List
365,Wildly Romantic,DB/BR,C,4/3/2018,Bayern,Romantic Storm,Roman Ruler,RomanticStorm,Santa Fe Thoroughbreds,KY,G,21.0,68,6/2,KOID CO. LTD,"40,000",PS,,,Santa Fe Thoroughbreds
366,,CH,F,2/18/2018,Kantharos,Roo Roo,Meadowlake,RooRoo,"Eddie Woods, Agent XXV",OH,11,out,,,Withdrawn,Out,,Out,5/27/2020,Woods Eddie
367,,GR/RO,C,4/7/2018,Frosted,Rosemonde,Indian Charlie,Rosemonde,"Julie Davies LLC, Agent XIV",KY,20,10.1,15,6/2,Ron Ellis,"160,000",,,,Davies Julie
368,,B,C,2/15/2018,California Chrome,Round N Round,Awesome Again,RoundNRound,"Grassroots Training & Sales LLC, Agent",KY,J,10.4,125,6/2,Big Oak Farm,"10,000",,,,Grassroots Training & Sales LLC
369,,GR/RO,C,5/13/2018,Conveyance,Royalesque,Chapel Royal,Royalesque,"Southern Chase Farm, Inc. (Greg & Karen Dodd), Agent",IN,7,10.1,118,6/2,"Brandon Stauble, Agent for Matt Kwiatkowski","40,000",,,,"Southern Chase Farm, Inc."
370,,CH,C,3/15/2018,Langfuhr,Royal Relic,Colonial Affair,RoyalRelic,Smokey Willow Farm,NY,A,10.1,71,6/2,Scott Gelner,"50,000",,,,Smokey Willow Farm
371,,CH,C,2/24/2018,Uncaptured,Royal Sighting,Rahy,RoyalSighting,Ocala Stud,FL,4,21.4,38,6/2,Fernando Abreu,"13,000",,,,Ocala Stud
372,,B,F,3/28/2018,Mineshaft,Royal Spun,Hard Spun,RoyalSpun,Grassroots Training & Sales LLC,KY,J,10.2,102,6/2,Endsley Oaks Farm,"25,000",,,,Grassroots Training & Sales LLC
373,,CH,F,3/25/2018,Kitten's Joy,Rumbaua,Bernstein,Rumbaua,"RiceHorse Stable (Brandon & Ali Rice), Agent I",KY,17,21.3,47,6/2,"Fergus Galvin, Agent","90,000",,,,RiceHorse
374,Grapevine,DB/BR,F,4/23/2018,Flatter,Rumor,Indian Charlie,Rumor,"Harris Training Center LLC, Agent I",KY,13,10.0,17,6/2,Casner Racing LP,"75,000",PS,,,Harris Training Center LLC
375,,B,C,4/19/2018,Street Sense,Running Debi C,Unbridled's Song,RunningDebiC,"Niall Brennan Stables, Agent VII",KY,8,21.2,62,6/2,"Gayle Van Leer, Agent","130,000",,,,Brennan Niall
376,,B,F,2/8/2018,Bluegrass Cat,Russian River,Stravinsky,RussianRiver,"Tom McCrocklin, Agent IV",FL,E,21.4,7,6/2,"John Dowd, Agent","50,000",PS,,,McCrocklin Tom
377,,B,F,5/18/2018,Point of Entry,Rylee's Song,Unbridled's Song,RyleesSong,Grassroots Training & Sales LLC,KY,J,10.3,31,6/2,Bob Feld Bloodstock,"25,000",PS,,,Grassroots Training & Sales LLC
378,,CH,C,1/21/2018,Midshipman,R Y Squadron,Stormy Atlantic,RYSquadron,"Off the Hook LLC, Agent XX",NY,13,out,,,Withdrawn,Out,,Out,4/20/2020,Off the Hook LLC
379,,CH,F,1/30/2018,Kantharos,Rysy,Langfuhr,Rysy,"de Meric Sales, Agent XXXII",MD,12,10.1,12,6/2,"Patrice Miller, EQB, Inc., Agent","85,000",,,,de Meric Sales
380,,DB/BR,C,5/4/2018,Hard Spun,Saarlight,Saarland,Saarlight,A B Thoroughbreds,KY,16,21.0,84,6/2,Breeze Easy LLC,"45,000",,,,A B Thoroughbreds
381,,B,C,2/15/2018,Twirling Candy,Sacred Luna,Malibu Moon,SacredLuna,Potrero Stables,KY,19,21.1,49,6/2,Vincete Stella Stables LLC,"33,000",PS,,,Potrero Stables
382,,B,C,4/7/2018,Outwork,Sacred Moon,Malibu Moon,SacredMoon,"Shooting Star Sales LLC, Agent II",KY,G,10.0,67,6/2,"145,000",Not Sold,,,,Shooting Star Sales LLC
383,,B,C,3/9/2018,Wicked Strong,Sahara Moon,Malibu Moon,SaharaMoon,"Hoppel's Horse & Cattle Co., Inc., Agent I",KY,9,10.3,110,6/2,"Hidden Brook, Agent","25,000",,,,"Hoppel's Horse & Cattle Co., Inc."
384,,CH,F,3/27/2018,Street Boss,Sahara Wind,A.P. Indy,SaharaWind,"Eddie Woods, Agent LXIV",KY,11,out,,,Withdrawn,Out,,Out,6/10/2020,Woods Eddie
385,,DB/BR,C,2/6/2018,Star Guitar,Saintly Joan,Northern Afleet,SaintlyJoan,"Golden Rock Thoroughbreds, Agent IV",LA,16,out,,,Withdrawn,Out,,Out,4/22/2020,Golden Rock Thoroughbreds
386,,DB/BR,C,4/2/2018,Peace and Justice,Saint One Eye,Saint Anddan,SaintOneEye,"Gayle Woods, Agent IV",PA,6,34.1,64,6/2,Joseph Besecker,"25,000",,,,Woods Gayle
387,,B,F,3/4/2018,California Chrome,Salamera,Successful Appeal,Salamera,"Eisaman Equine, Agent",KY,7,10.1,96,6/2,Robert Masterson,"90,000",,,,Eisaman Equine
388,,GR/RO,F,3/30/2018,The Factor,Salary Drive,Mizzen Mast,SalaryDrive,"Eisaman Equine, Agent",KY,7,10.0,16,6/2,John P. Fort,"320,000",,,,Eisaman Equine
389,,CH,C,2/4/2018,Dialed In,Sally's Song,Unbridled's Song,SallysSong,Arindel,FL,9,out,,,Withdrawn,Out,,Out,6/10/2020,Arindel Farm LLC
390,,DB/BR,C,3/26/2018,Tourist,Saltendipity,Salt Lake,Saltendipity,"Eddie Woods, Agent LVIII",KY,11,21.4,117,6/2,Ruben De Jesus,"6,000",,,,Woods Eddie
391,,B,C,4/23/2018,Uncle Mo,Salute,Unbridled,Salute,"Niall Brennan Stables, Agent XIV",KY,8,out,,,Withdrawn,Out,,Out,6/2/2020,Brennan Niall
392,,CH,F,2/19/2018,Malibu Moon,Samsational,Unbridled's Song,Samsational,"Wavertree Stables, Inc. (Ciaran Dunne), Agent II",KY,5,out,,,Withdrawn,Out,,Out,6/2/2020,"Wavertree Stables, Inc."
393,,B,F,2/8/2018,California Chrome,Sam's Bliss,War Front,SamsBliss,"Top Line Sales LLC, Agent XXVII",KY,14,22.0,23,6/2,"60,000",Not Sold,,,,Top Line Sales
394,,B,C,4/2/2018,Candy Ride (ARG),Sandra,Bluegrass Cat,Sandra,"Eddie Woods, Agent IV",NY,11,out,,,Withdrawn,Out,,Out,4/20/2020,Woods Eddie
395,,CH,C,3/26/2018,Biondetti,Sandy Key Gal,Put It Back,SandyKeyGal,"Peggy S. Dellheim LLC, Agent I",FL,G,10.3,103,6/2,"37,000",Not Sold,,,,Dellheim Peggy S.
396,,B,C,4/6/2018,Congrats,Ruby Crown,Awesome Again,RubyCrown,"Woodford Thoroughbreds, Agent IX",KY,17,21.4,94,6/2,Michael Waters,"14,000",,,,Woodford Thoroughbreds
397,Southern Smile,CH,F,4/2/2018,Shackleford,Sarahcarolu,Songandaprayer,Sarahcarolu,"Top Line Sales LLC, Agent XV",IN,14,10.2,106,6/2,"47,000",Not Sold,,,,Top Line Sales
398,,B,C,3/13/2018,Shanghai Bobby,Sarah Her Highness,Milwaukee Brew,SarahHerHighness,"S B M Training and Sales, Agent I",KY,15,out,,,Withdrawn,Out,,Out,5/29/2020,S B M Training and Sales
399,,B,F,5/9/2018,Street Boss,Sassy Ali Joy,Indian Charlie,SassyAliJoy,"All In Sales (Tony Bowling), Agent",ON,H,10.0,28,6/2,"Emerald Sales, Agent for Tobey L. Morton","180,000",,,,All In Sales
400,Nantan Lupan,CH,C,5/11/2018,Khozan,Sassy Bear,Cherokee Run,SassyBear,"Journeyman Bloodstock Services, Inc. (Brent & Crystal Fernung), Agent",FL,2,21.3,120,6/2,"Stonehedge LLC, Larry King Agent","45,000",,,,Journeyman Bloodstock
401,,CH,C,4/15/2018,Violence,Sassy Spirit,Blame,SassySpirit,"All In Line Stables, Agent VII",KY,15,21.2,86,6/2,Marty Nixon,"60,000",PS,,,All In Line Stables
402,,CH,F,5/7/2018,Cinco Charlie,Sassy Strike,Smart Strike,SassyStrike,"Mayberry Farm, Agent II",KY,B,10.2,83,6/2,"18,000",Not Sold,,,,Mayberry Farm
403,Redneck Aristocrat,B,C,1/17/2018,Chitu,Satan's Mistress,Songandaprayer,SatansMistress,"Niall Brennan Stables, Agent XXXII",FL,8,10.1,93,6/2,KOID CO. LTD,"55,000",,,,Brennan Niall
404,,DB/BR,F,2/26/2018,Competitive Edge,Saucy Salita,E Dubai,SaucySalita,"Julie Davies LLC, Agent XXXIV",CA,20,10.1,51,6/2,"47,000",Not Sold,,,,Davies Julie
405,Papa Smooth,CH,C,4/21/2018,Bustin Stones,Saudi Princess,Unbridled's Song,SaudiPrincess,"Randy Bradshaw, Agent V",NY,18,out,,,Withdrawn,Out,,Out,3/27/2020,Bradshaw Randy
406,,CH,F,2/2/2018,Fast Anna,Sauvignon Girl,Fusaichi Pegasus,SauvignonGirl,"Blas Perez Stables, Agent VII",KY,20,10.2,41,6/2,"28,000",Not Sold,,,,Perez Stables Blas 
407,,B,C,3/21/2018,Mineshaft,Savorthetime,Gilded Time,Savorthetime,"Wavertree Stables, Inc. (Ciaran Dunne), Agent VII",KY,5,out,,,Withdrawn,Out,,Out,6/2/2020,"Wavertree Stables, Inc."
408,California Reign,B,F,1/22/2018,California Chrome,Scandalous Song,Unbridled's Song,ScandalousSong,"Whitman Sales LLC, Agent VIII",KY,16,out,,,Withdrawn,Out,,Out,6/10/2020,Whitman Sales
409,,GR/RO,C,3/8/2018,Mizzen Mast,Scanning,Easing Along,Scanning,"Bobby Dodd, Agent II",KY,10,out,,,Withdrawn,Out,,Out,4/20/2020,Dodd Bobby
410,,DB/BR,C,4/14/2018,Overanalyze,Scat Patty,Scat Daddy,ScatPatty,"Tom McCrocklin, Agent XVI",KY,E,out,,,Withdrawn,Out,,Out,5/27/2020,McCrocklin Tom
411,Paris Amour,CH,F,3/14/2018,Frosted,Schiaparelli,Ghostzapper,Schiaparelli,"Eddie Woods, Agent XVI",KY,11,out,,,Withdrawn,Out,,Out,4/20/2020,Woods Eddie
412,,DB/BR,F,2/24/2018,Street Sense,Scooter Bird,War Pass,ScooterBird,"Randy Miles, Agent XI",KY,18,10.1,24,6/2,Rohan Crichton,"75,000",PS,,,Miles Randy
413,,B,C,4/6/2018,Competitive Edge,Screen,Mr. Prospector,Screen,"Top Line Sales LLC, Agent XXXVI",KY,14,out,,,Withdrawn,Out,,Out,4/9/2020,Top Line Sales
414,,B,F,2/8/2018,Verrazano,Search and Seizure,War Chant,SearchandSeizure,"Eddie Woods, Agent LXIV",KY,11,out,,,Withdrawn,Out,,Out,5/27/2020,Woods Eddie
415,,DB/BR,C,5/14/2018,Frosted,Sea Road,Tale of the Cat,SeaRoad,"Ocala Stud, Agent",KY,4,out,,,Withdrawn,Out,,Out,4/20/2020,Ocala Stud
416,,B,F,2/3/2018,Runhappy,Season Ticket,Lemon Drop Kid,SeasonTicket,"Blue River Bloodstock, Inc., Agent II",KY,19,10.2,88,6/2,"27,000",Not Sold,,,,Blue River Bloodstock
417,,B,F,5/6/2018,More Than Ready,Secretariat's Soul (IRE),Sadler's Wells,SecretariatsSoulIRE,"Woodside Ranch, Agent III",KY,6,21.4,70,6/2,"John C. Kimmel, Agent for Tobey L. Morton","80,000",PS,,,Woodside Ranch
418,,B,C,3/4/2018,Candy Ride (ARG),Securely,Uncle Mo,Securely,"Wavertree Stables, Inc. (Ciaran Dunne), Agent",KY,5,21.3,4,6/2,"Lauren Carlisle, Agent","120,000",,,,"Wavertree Stables, Inc."
419,,DB/BR,C,4/4/2018,More Than Ready,Seeking Her Glory,Giant's Causeway,SeekingHerGlory,"Randy Bradshaw, Agent",KY,18,10.1,6,6/2,"100,000",Not Sold,,,,Bradshaw Randy
420,,CH,F,1/30/2018,Carpe Diem,Seeking Luck,Seeking the Gold,SeekingLuck,"de Meric Sales, Agent XIV",KY,12,20.4,55,6/2,"John Dowd, Agent","155,000",,,,de Meric Sales
421,,B,F,4/2/2018,No Nay Never,Seeking Solace (GB),Exceed And Excel (AUS),SeekingSolaceGB,"Top Line Sales LLC, Agent XL",IR,14,10.1,45,6/2,"Meah/Lloyd Bloodstock,Agt for Promenade Bloodstock","350,000",,,,Top Line Sales
422,,CH,C,1/9/2018,Khozan,Seekingvindication,Vindication,Seekingvindication,"Journeyman Bloodstock Services, Inc. (Brent & Crystal Fernung), Agent II",FL,2,out,,,Withdrawn,Out,,Out,4/14/2020,Journeyman Bloodstock
423,,B,C,2/16/2018,Orb,Self Rising,Hansel,SelfRising,"Julie Davies LLC, Agent XXXIV",KY,20,10.4,128,6/2,"Marya Montoya, Agent for Alonzo Racing LLC","12,000",,,,Davies Julie
