hip_number,in_out_status,foaling_year,horse_name,color,sex,foaling_date,sire_name,dam_name,sort_dam,dam_sire,property_line_1,property_line_2,consignor_sort,foaling_area,barn_number,buyer_name,hammer_price,post_sale_indicator,outdate,ut_time,ut_distance,ut_actual_date,ut_group,ut_set,pp_pdf_link
310,I,2023,,GR/RO,C,03/17/2023,Volatile,Quite Essential,843,Street Boss,"de Meric Sales, Agent XIV",,de Meric Sales,NY,12,Pewter Stable & James Politano,40000,,,10.4," 1/8",04/07/2025,3,126,
311,I,2023,,B,F,04/05/2023,Lexitonian,Rachae Leigh,844,Stormin Fever,"Randy Miles, Agent",,Randy Miles,KY,19,Norm Casse,155000,,,10.1," 1/8",04/07/2025,3,118,
312,I,2023,,DB/BR,C,03/30/2023,Mendelssohn,Rainbow's Song,845,Unbridled's Song,"Omar Ramirez Bloodstock, Agent IV",,Omar Ramirez Bloodstock,KY,14,"Jeff Mackor, Agent for Keith Johnston",50000,Y,,21.1," 1/4",04/07/2025,2,91,
313,O,2023,,DB/BR,C,04/27/2023,Adios Charlie,Rainfall,846,Blame,"Ocala Stud, Agent",,Ocala Stud,FL,4,OUT,,,04/16/2025,,,,,,
314,I,2023,,DB/BR,C,02/04/2023,The Big Beast,Raisin Rachel,847,Zensational,Dynasty Thoroughbreds,,Dynasty Thoroughbreds,FL,6,"K.O.I.D. Co., Ltd.",120000,,,10.0," 1/8",04/07/2025,2,65,
315,I,2023,,B,C,05/22/2023,Twirling Candy,Rattataptap,848,Tapit,"Pick View LLC, Agent IX",,Pick View LLC,KY,G,Willis Horton Racing LLC,335000,,,21.2," 1/4",04/07/2025,3,125,
316,O,2023,,B,F,04/09/2023,Tiz the Law,Raving About You,849,Arch,"Kings Equine, Agent VII",,Kings Equine,NY,1,OUT,,,04/16/2025,,,,,,
317,I,2023,,GR/RO,F,03/10/2023,Liam's Map,R d'Oro,850,Medaglia d'Oro,"de Meric Sales, Agent VII",,de Meric Sales,KY,12,"Schuyler Condon, Dan Preiss, Agent",35000,,,10.1," 1/8",04/07/2025,2,61,
318,I,2023,,CH,C,03/08/2023,Flatter,Real Clever Trick,851,Yes It's True,"Envision Equine, Agent",,Envision Equine,NY,D,Jebel Ali Stable,130000,,,10.1," 1/8",04/07/2025,2,69,
319,I,2023,,DB/BR,C,03/22/2023,Caracaro,Reallygoodtimes,852,Congrats,"Skies Thoroughbreds, Agent I",,Skies Thoroughbreds,KY,3,LVLLL Stable,22000,,,10.1," 1/8",04/07/2025,2,72,
320,I,2023,,DB/BR,F,04/16/2023,Runhappy,Really Seriously,853,Henny Hughes,"Harris Training Center LLC, Agent II",,Harris Training Center LLC,KY,13,"Justin Casse, Agent for Carriganog",95000,,,10.0," 1/8",04/07/2025,1,35,
321,O,2023,,B,C,03/01/2023,Omaha Beach,Real Sister,854,Into Mischief,"Grade One Investments LLC, Agent IV",,Grade One Investments LLC,KY,14,OUT,,,04/07/2025,,,,,,
322,I,2023,,B,C,05/18/2023,Omaha Beach,Reason,855,Quiet American,"Eddie Woods, Agent VIII",,Eddie Woods,KY,11,Three Amigos,700000,,,10.0," 1/8",04/07/2025,1,18,
323,I,2023,,B,F,01/21/2023,Instagrand,Rebooted,856,Mr. Greeley,"Ordonez Thoroughbreds, Agent I",,Ordonez Thoroughbreds,FL,14,Peter Norman Haferkamp,20000,Y,,10.0," 1/8",04/07/2025,2,90,
324,I,2023,,B,F,01/16/2023,McKinzie,Reckon,857,Into Mischief,RiceHorse Stable (Brandon & Ali Rice),,RiceHorse Stable (Brandon & Ali Rice),KY,6,Commonwealth New Era Racing,6000,Y,,10.2," 1/8",04/07/2025,2,62,
325,I,2023,,CH,C,03/23/2023,Ghostzapper,Recollection,858,Distorted Humor,"Grade One Investments LLC, Agent II",,Grade One Investments LLC,KY,14,William Cunningham,180000,,,10.1," 1/8",04/07/2025,1,44,
326,O,2023,,GR/RO,F,04/05/2023,Liam's Map,Recoupe,859,Indian Charlie,"Eddie Woods, Agent XXIX",,Eddie Woods,KY,11,OUT,,,03/31/2025,,,,,,
327,I,2023,,CH,C,01/04/2023,Omaha Beach,Red Robe (GB),860,Nathaniel (IRE),"Majestic, Agent I",,Majestic,FL,13,Happy Tenth Stable,50000,,,10.0," 1/8",04/07/2025,2,101,
328,I,2023,,DB/BR,C,02/13/2023,Practical Joke,Reina Del Mar,861,Speightstown,"Six K's Training & Sales LLC, Agent X",,Six K's Training & Sales LLC,KY,20,RNA,-50000,,,10.2," 1/8",04/07/2025,2,87,
329,I,2023,Squib,B,F,03/04/2023,Not This Time,Remarqued,862,Arch,"Niall Brennan Stables, Agent XIV",,Niall Brennan Stables,KY,8,Swinbank Stables c/o George Weaver,185000,Y,,9.4," 1/8",04/07/2025,2,60,
330,I,2023,,DB/BR,C,04/02/2023,Not This Time,Remembrance,863,Street Sense,"First Call, Agent",,First Call,KY,14,RNA,-27000,,,10.1," 1/8",04/07/2025,2,74,
331,O,2023,Refinement,GR/RO,F,03/02/2023,Kantharos,Renata,864,Medaglia d'Oro,"Santa Fe Thoroughbreds, Agent I",,Santa Fe Thoroughbreds,ON,3,OUT,,,03/25/2025,,,,,,
332,I,2023,,CH,C,02/28/2023,Leinster,Renovation,865,Alternation,"Grassroots Training & Sales LLC, Agent I",,Grassroots Training & Sales LLC,FL,J,Three Diamonds Farm LLC,180000,,,9.4," 1/8",04/07/2025,1,31,
333,I,2023,,DB/BR,F,04/10/2023,Rock Your World,Resolana,866,Put It Back,"Hoppel LLC, Agent XV",,Hoppel LLC,KY,7,Lynn Rarick,7000,,,10.3," 1/8",04/07/2025,3,120,
334,I,2023,,CH,C,05/01/2023,Munnings,Responsibleforlove (IRE),867,Duke of Marmalade (IRE),"Niall Brennan Stables, Agent VII",,Niall Brennan Stables,KY,8,Case Clay Thoroughbred Management,140000,,,10.1," 1/8",04/07/2025,1,19,
335,O,2023,,B,F,03/13/2023,Maxfield,Retraceable,868,Medaglia d'Oro,"White Lilac (Katie Miranda),",Agent for a D. J. Stable Graduate,White Lilac (Katie Miranda),KY,17,OUT,,,04/16/2025,,,,,,
336,I,2023,,B,C,05/01/2023,By My Standards,Reveille's Echo,869,War Front,"Top Line Sales LLC, Agent XX",,Top Line Sales LLC,KY,1,Ryan Ritt,100000,,,10.0," 1/8",04/07/2025,2,57,
337,I,2023,,DB/BR,F,04/16/2023,Flameaway,Revengefulpleasure,870,Stephen Got Even,"Cortez Racing & Sales, Agent I",,Cortez Racing & Sales,KY,15,Starry Night Racing,30000,,,10.2," 1/8",04/07/2025,2,68,
338,O,2023,,B,C,02/12/2023,McKinzie,Rever de Vous,871,Distorted Humor,"Julie Davies LLC, Agent XXXVI",,Julie Davies LLC,KY,10,OUT,,,04/16/2025,,,,,,
339,I,2023,,CH,C,04/04/2023,Charlatan,R Girls a Charmer,872,In Summation,"Wavertree Stables, Inc. (Ciaran Dunne), Agent V",,Wavertree Stables,KY,5,RNA,-270000,,,21.0," 1/4",04/07/2025,1,5,
340,I,2023,,DB/BR,C,04/08/2023,Yaupon,Risk Premium,873,Take Charge Indy,"Pick View LLC, Agent I",,Pick View LLC,KY,G,RNA,-190000,,,21.1," 1/4",04/07/2025,1,24,
341,I,2023,,B,F,04/24/2023,Lexitonian,Ritz and Glitz,874,Desert Party,"S G V Thoroughbreds LLC (Steven Venosa), Agent",,S G V Thoroughbreds LLC (Steven Venosa),KY,10,Scott Gelner,75000,,,10.1," 1/8",04/11/2025,2,63,
342,I,2023,,GR/RO,F,05/07/2023,Sweetontheladies,River Trappe,875,Trappe Shot,Grassroots Training & Sales LLC,,Grassroots Training & Sales LLC,FL,J,William Stephens,23000,,,10.0," 1/8",04/07/2025,2,81,
343,I,2023,,DB/BR,C,01/22/2023,Yaupon,Rizzio,876,Empire Maker,"Wavertree Stables, Inc. (Ciaran Dunne), Agent X",,Wavertree Stables,KY,5,Dr. Fawzy Bouresly,25000,,,10.1," 1/8",04/07/2025,2,64,
344,O,2023,,B,F,03/25/2023,Maxfield,Roadrunner's Honor,877,Honor Code,"Omar Ramirez Bloodstock, Agent XII",,Omar Ramirez Bloodstock,KY,14,OUT,,,04/07/2025,,,,,,
345,I,2023,,B,F,02/25/2023,Code of Honor,Rockin,878,Hard Spun,"Wildheart Thoroughbreds LLC, Agent I",,Wildheart Thoroughbreds LLC,KY,16,JC Racing Stable LLC,38000,Y,,10.1," 1/8",04/07/2025,3,141,
346,I,2023,,B,F,02/28/2023,Maclean's Music,Rocks That I Got,879,American Pharoah,Horseland Stables,,Horseland Stables,KY,15,RNA,-35000,,,10.1," 1/8",04/07/2025,1,36,
347,O,2023,,CH,F,05/14/2023,Justify,Rock the Beat (IRE),880,Fastnet Rock (AUS),"Hoppel LLC, Agent XI",,Hoppel LLC,KY,7,OUT,,,04/16/2025,,,,,,
348,I,2023,,GR/RO,F,02/06/2023,The Factor,Rocky Headland,881,Giant's Causeway,"Randy Miles, Agent XI",,Randy Miles,KY,19,Wayde Gregory,5000,Y,,10.3," 1/8",04/08/2025,1,18,
349,I,2023,,GR/RO,C,04/01/2023,Essential Quality,Romantic Vision,882,Lemon Drop Kid,"Mayberry Farm, Agent XI",,Mayberry Farm,KY,B,Diriyah Bloodstock,150000,,,10.0," 1/8",04/08/2025,2,79,
350,O,2023,,B,F,02/22/2023,Omaha Beach,Romy,883,Karakontie (JPN),"Hoppel LLC, Agent XIV",,Hoppel LLC,KY,7,OUT,,,04/08/2025,,,,,,
351,O,2023,,DB/BR,C,04/07/2023,Gun Runner,Room to Finish,884,Giant Oak,"S B M Training and Sales, Agent VI",,S B M Training and Sales,NY,2,OUT,,,04/16/2025,,,,,,
352,I,2023,,GR/RO,F,02/11/2023,Not This Time,Rose Grey,885,The Factor,"Wavertree Stables, Inc. (Ciaran Dunne), Agent XVII",,Wavertree Stables,KY,5,RNA,-120000,,,10.0," 1/8",04/08/2025,2,85,
353,I,2023,High On a Mountain,DB/BR,C,05/13/2023,Higher Power,Rough Stuff,886,Jimmy Creed,"RiceHorse Stable (Brandon & Ali Rice), Agent V",,RiceHorse Stable (Brandon & Ali Rice),KY,6,S.R.O.A. (K.O.I.D.),60000,,,10.2," 1/8",04/08/2025,2,91,
354,I,2023,,GR/RO,C,03/24/2023,Omaha Beach,Roussalka,887,Skipshot,"Two Cousins Training and Sales, Agent II",,Two Cousins Training and Sales,KY,B,Robert A. Meier IV,10000,Y,,10.3," 1/8",04/08/2025,3,111,
355,O,2023,,B,F,05/14/2023,Practical Joke,Royale Harbor,888,Rockport Harbor,"Hartley / DeRenzo Thoroughbreds LLC, Agent II",,Hartley / DeRenzo Thoroughbreds LLC,KY,5,OUT,,,04/01/2025,,,,,,
356,I,2023,,B,C,04/16/2023,Galilean,Royale Michele,889,Elusive Quality,"Next Level Thoroughbreds, Agent I",,Next Level Thoroughbreds,FL,H,MHM Stables LLC,250000,,,9.4," 1/8",04/08/2025,2,93,
357,I,2023,R Candy,DB/BR,F,02/16/2023,Candy Ride (ARG),R Prerogative,890,Drill,"Mayberry Farm, Agent VIII",,Mayberry Farm,KY,B,Mike Cloonan,15000,Y,,10.4," 1/8",04/08/2025,3,106,
358,O,2023,,CH,C,04/06/2023,Leinster,Ruliontome,891,Lion Heart,"Grassroots Training & Sales LLC, Agent I",,Grassroots Training & Sales LLC,NY,J,OUT,,,04/04/2025,,,,,,
359,I,2023,,B,C,04/07/2023,Twirling Candy,Rumi,892,Will Take Charge,"Cortez Racing & Sales, Agent",,Cortez Racing & Sales,KY,15,HRH Prince Abdulaziz AL Saud,12000,,,10.2," 1/8",04/08/2025,3,119,
360,I,2023,,B,C,04/23/2023,Maximum Security,Run and Go,894,Union Rags,"J V C Training and Sales, Agent",,JVC Training and Sales,KY,15,Harmash Racing,130000,,,10.0," 1/8",04/08/2025,3,113,
361,O,2023,Our Marni,DB/BR,F,03/01/2023,Tiz the Law,Runfastandloud,893,Native Ruler,"Best A Luck Farm LLC, Agent II",,Best A Luck Farm LLC,NY,3,OUT,,,04/06/2025,,,,,,
362,I,2023,,DB/BR,C,03/14/2023,Independence Hall,Sabinos Pride,895,Liam's Map,"Grassroots Training & Sales LLC, Agent I",,Grassroots Training & Sales LLC,KY,J,"Whiskey Run Stables, LLC",55000,Y,,10.1," 1/8",04/08/2025,1,45,
363,I,2023,,CH,F,05/19/2023,Mitole,Sadie Be Good,896,Big Drama,"Tom McCrocklin, Agent XV",,Tom McCrocklin,FL,18,"Glassman LLC, Leon Ellman, Laurie Plesa",380000,,,20.2," 1/4",04/08/2025,2,57,
364,O,2023,,CH,C,04/24/2023,Street Boss,Sadietheprettylady,897,Phone Trick,"Gutierrez Sales, Agent I",,Gutierrez Sales,NY,H,OUT,,,04/01/2025,,,,,,
365,O,2023,,B,C,03/14/2023,Blame,Saint J J,898,Mineshaft,"Azpurua Stables, Agent I",,Azpurua Stables,KY,17,OUT,,,04/03/2025,,,,,,
366,I,2023,,CH,F,01/23/2023,Tacitus,Saltendipity,899,Salt Lake,"Scanlon Training & Sales, Agent XII",,Scanlon Training & Sales,KY,9,C.H.P.R.,20000,,,10.2," 1/8",04/08/2025,3,110,
367,I,2023,,B,F,02/20/2023,Quality Road,Salty as Can Be,900,Into Mischief,Caliente Thoroughbreds,,Caliente Thoroughbreds,KY,E,P&G Stables LLC,360000,Y,,21.2," 1/4",04/08/2025,1,17,
368,I,2023,,B,C,03/22/2023,Game Winner,Samantha Dillon,901,Unbridled's Song,Limitless Thoroughbred LLC,,Limitless Thoroughbred LLC,KY,16,Carson McCord,140000,,,10.1," 1/8",04/08/2025,2,101,
369,I,2023,,DB/BR,F,02/23/2023,Uncle Mo,Sanenus (CHI),902,Scat Daddy,"de Meric Sales, Agent XVII",,de Meric Sales,KY,12,"Fergus Galvin, Agent",180000,,,10.1," 1/8",04/08/2025,1,5,
370,I,2023,,DB/BR,F,02/18/2023,Protonico,Santa Trinita,903,More Than Ready,"Two Cousins Training and Sales, Agent",,Two Cousins Training and Sales,KY,B,Leon King Stable,40000,Y,,10.1," 1/8",04/08/2025,1,24,
371,O,2023,,CH,F,02/21/2023,Maclean's Music,Sarah Joe,904,Hard Spun,"Twelve Toes LLC, Agent I",,Twelve Toes LLC,KY,C,OUT,,,04/06/2025,,,,,,
372,I,2023,Truly Unbelievable,CH,C,05/05/2023,Vekoma,Saratoga Summer,905,Smart Strike,"Golden Rock Thoroughbreds, Agent XI",,Golden Rock Thoroughbreds,KY,16,RNA,-105000,,,21.1," 1/4",04/08/2025,1,31,
373,I,2023,,GR/RO,C,05/09/2023,Knicks Go,Sassy Ali Joy,906,Indian Charlie,"Hidden Brook, Agent VIII",,Hidden Brook,KY,1,D. J. Stable LLC & West Point Thoroughbreds,585000,,,10.1," 1/8",04/08/2025,1,42,
374,I,2023,Quisqueya,B,F,05/15/2023,Maximus Mischief,Sassy Chub,907,Hey Chub,"S B M Training and Sales, Agent",,S B M Training and Sales,KY,2,Above The Influence,10000,Y,,10.1," 1/8",04/08/2025,1,37,
375,O,2023,,DB/BR,F,04/25/2023,Code of Honor,Sassy Seneca,908,Competitive Edge,"Hoppel LLC, Agent",,Hoppel LLC,KY,7,OUT,,,04/08/2025,,,,,,
376,O,2023,,B,C,03/25/2023,Tonalist,Satin Sheets,909,Into Mischief,Navas Equine,,Navas Equine,FL,15,OUT,,,03/31/2025,,,,,,
377,I,2023,,DB/BR,F,05/03/2023,Girvin,Satulah,910,Gone West,Dynasty Thoroughbreds,,Dynasty Thoroughbreds,FL,6,DiBello Racing Stable LLC,150000,,,10.0," 1/8",04/08/2025,2,82,
378,I,2023,,DB/BR,C,04/14/2023,Nyquist,Saucy Dame,911,Distorted Humor,"Harris Training Center LLC, Agent I",,Harris Training Center LLC,KY,13,"Kerri Radcliffe, Agent for Memo Racing",1050000,,,10.0," 1/8",04/08/2025,1,11,
379,I,2023,,GR/RO,F,02/09/2023,Runhappy,Scandal,912,Blame,"Harris Training Center LLC, Agent V",,Harris Training Center LLC,KY,13,Wayde Gregory,20000,,,10.0," 1/8",04/08/2025,2,62,
380,I,2023,Scene,B,F,04/21/2023,Blame,Scape,913,War Front,"Harris Training Center LLC, Agent IV",,Harris Training Center LLC,KY,13,Darren Matthews,15000,,,10.3," 1/8",04/08/2025,2,98,
381,I,2023,,GR/RO,F,03/23/2023,McKinzie,Scartini Martini,914,Oxbow,Caliente Thoroughbreds,,Caliente Thoroughbreds,KY,E,Debra Gallimore,15000,,,10.2," 1/8",04/08/2025,3,123,
382,I,2023,,CH,F,02/19/2023,Connect,Scatmeifucan,915,Scat Daddy,Dynasty Thoroughbreds,,Dynasty Thoroughbreds,FL,6,"Paul Braus, Oracle Bloodstock, Agent",40000,,,10.2," 1/8",04/08/2025,3,117,
383,I,2023,,DB/BR,C,04/23/2023,Authentic,Scent of Summer,916,Rock Hard Ten,"Kings Equine, Agent IX",,Kings Equine,KY,1,Terry Stephens Racing,250000,Y,,10.0," 1/8",04/08/2025,3,105,
384,I,2023,,DB/BR,F,04/02/2023,Justify,Seagrass,917,Quality Road,"First Call, Agent I",,First Call,KY,14,Naukabena Farms LLC,45000,,,10.2," 1/8",04/08/2025,2,92,
385,I,2023,Escape Hall,DB/BR,C,01/16/2023,Independence Hall,Seascape,918,Distorted Humor,"Wavertree Stables, Inc. (Ciaran Dunne), Agent II",,Wavertree Stables,NY,5,Three Diamonds Farm LLC,42000,,,21.1," 1/4",04/08/2025,3,108,
386,I,2023,,DB/BR,F,03/04/2023,Independence Hall,Seattle Artist,919,Stormy Atlantic,"J V C Training and Sales, Agent I",,JVC Training and Sales,KY,15,"RB Bloodstock, Agent for Storyteller Racing LLC",130000,,,10.1," 1/8",04/08/2025,1,15,
387,I,2023,,GR/RO,C,04/07/2023,Beau Liam,Seattle Grey,920,Friends Lake,"Julie Davies LLC, Agent XXI",,Julie Davies LLC,KY,10,"Joe Migliore, Agent Steven Rocco & West Point Tb's",260000,,,10.0," 1/8",04/08/2025,1,7,
388,O,2023,,GR/RO,C,02/14/2023,Uncle Mo,Sebago Lake,921,Tapit,"S B M Training and Sales, Agent VI",,S B M Training and Sales,KY,2,OUT,,,04/08/2025,,,,,,
389,I,2023,,CH,C,03/09/2023,Basin,Seize the Empress,922,Carpe Diem,"S B M Training and Sales, Agent IX",,S B M Training and Sales,KY,2,S.R.O.A. (K.O.I.D.),35000,,,10.2," 1/8",04/08/2025,2,102,
390,I,2023,,DB/BR,F,04/20/2023,Instagrand,Seminole Lady,923,Indian Charlie,Grassroots Training & Sales LLC,,Grassroots Training & Sales LLC,IN,J,RNA,-70000,,,10.0," 1/8",04/08/2025,1,1,
391,I,2023,,CH,C,03/01/2023,Constitution,Sensitive,924,Divine Park,"Eddie Woods, Agent XXXIII",,Eddie Woods,KY,11,"Little Red Feather Racing, John Dowd, Agent",325000,,,10.1," 1/8",04/08/2025,1,6,
392,I,2023,,GR/RO,C,04/15/2023,Rushie,Senza Fina,925,City Zip,"Daylight Thoroughbreds, Agent I",,Daylight Thoroughbreds,FL,15,Ron Spatz Agent,17000,Y,,10.3," 1/8",04/08/2025,2,66,
393,O,2023,,B,F,03/29/2023,Audible,Set to Dance,926,Distorted Humor,Darren Egan,,Darren Egan,KY,G,OUT,,,04/04/2025,,,,,,
394,I,2023,,CH,C,03/19/2023,Maclean's Music,Sevnteeneightysevn,927,Constitution,"Paul Sharp, Agent V",,Paul Sharp,KY,8,"Bradley Thoroughbreds LLC, Agent",260000,,,10.2," 1/8",04/08/2025,1,27,
395,O,2023,The Blue Gecko,B,C,04/01/2023,Maximus Mischief,Shades of Light,928,Arch,"Grassroots Training & Sales LLC, Agent I",,Grassroots Training & Sales LLC,AR,J,OUT,,,04/07/2025,,,,,,
396,O,2023,,B,C,02/14/2023,Into Mischief,Shadowing,929,Tapit,"Lucan Bloodstock (Karl Keegan), Agent I",,Lucan Bloodstock (Karl Keegan),KY,18,OUT,,,04/08/2025,,,,,,
397,I,2023,,B,F,04/23/2023,Game Winner,Shamrock Star,930,Star Guitar,"de Meric Sales, Agent XVII",,de Meric Sales,KY,12,Thirty Year Racing,55000,,,10.2," 1/8",04/08/2025,1,35,
398,I,2023,,DB/BR,F,03/12/2023,Spun to Run,Shanghai Essence,931,Shanghai Bobby,"Best A Luck Farm LLC, Agent III",,Best A Luck Farm LLC,KY,3,AviBros Stables,80000,,,10.0," 1/8",04/08/2025,2,64,
399,O,2023,,B,F,03/18/2023,Maximus Mischief,Shanny Go Nanny,932,Street Sense,"Randy Miles, Agent XII",,Randy Miles,KY,19,OUT,,,04/08/2025,,,,,,
400,I,2023,,GR/RO,C,02/14/2023,Frosted,Shared Empire,933,Pioneerof the Nile,"Five Point Thoroughbreds, Agent",,Five Point Thoroughbreds,KY,G,TIB LLC,80000,,,10.1," 1/8",04/08/2025,2,83,
401,I,2023,,B,C,03/16/2023,Girvin,She Can't Help It,934,The Big Beast,"Wavertree Stables, Inc. (Ciaran Dunne), Agent I",,Wavertree Stables,FL,5,Sport of Kings Racing Partnership,250000,,,10.0," 1/8",04/08/2025,1,9,
402,I,2023,,DB/BR,F,01/03/2023,Vekoma,She'll Heir,935,Wildcat Heir,"Top Line Sales LLC, Agent VII",,Top Line Sales LLC,KY,1,Holy Cow Stables,35000,Y,,10.2," 1/8",04/08/2025,3,104,
403,O,2023,,B,C,03/19/2023,Neolithic,She's a Spark,936,Effinex,"Hoppel LLC, Agent I",,Hoppel LLC,FL,7,OUT,,,04/08/2025,,,,,,
404,O,2023,,GR/RO,F,02/04/2023,Tapit,She's Delightful,937,Mission Impazible,"Julie Davies LLC, Agent VI",,Julie Davies LLC,KY,10,OUT,,,04/08/2025,,,,,,
405,I,2023,,DB/BR,C,04/26/2023,Good Samaritan,She's Fine Tuned,938,Maclean's Music,"Wavertree Stables, Inc. (Ciaran Dunne), Agent",,Wavertree Stables,KY,5,Miguel Rodriguez,8000,,,10.2," 1/8",04/08/2025,3,118,
406,I,2023,,DB/BR,F,03/02/2023,Mo Town,She's Messi,939,Purim,"Grassroots Training & Sales LLC, Agent I",,Grassroots Training & Sales LLC,KY,J,"Pedro Lanz, Agent for KAS Stables",230000,,,10.0," 1/8",04/08/2025,1,29,
407,O,2023,,B,F,04/04/2023,Twirling Candy,She's On Top,940,Will Take Charge,"Sequel Bloodstock, Agent II",,Sequel Bloodstock,LA,9,OUT,,,04/01/2025,,,,,,
408,I,2023,,B,C,05/05/2023,Cairo Prince,She's Right Again,941,Discreetly Mine,Dynasty Thoroughbreds,,Dynasty Thoroughbreds,KY,6,Michael Maker,260000,,,10.0," 1/8",04/08/2025,1,14,
409,O,2023,Moon On Fire,B,C,04/09/2023,McKinzie,Shimmering Moon,942,Malibu Moon,"Hernandez Stables, Inc., Agent for Nova Stables",,Hernandez Stables,KY,13,OUT,,,04/16/2025,,,,,,
410,I,2023,,B,C,03/07/2023,Rock Your World,Shining Cause,943,Brody's Cause,"RiceHorse Stable (Brandon & Ali Rice), Agent II",,RiceHorse Stable (Brandon & Ali Rice),KY,6,Narvick International,50000,,,10.4," 1/8",04/08/2025,3,124,
411,I,2023,,CH,F,03/05/2023,Leinster,Shiny Chrome,944,California Chrome,"My Little Stable Racing, Inc., Agent",,My Little Stable Racing,FL,14,Ervin Rodriguez,50000,,,10.1," 1/8",04/08/2025,2,89,
412,O,2023,,B,F,03/11/2023,Essential Quality,Shippy,945,Midshipman,"Ocala Stud, Agent",,Ocala Stud,KY,4,OUT,,,04/16/2025,,,,,,
413,I,2023,,GR/RO,C,03/21/2023,Rock Your World,Shock the World,946,Hansen,"Six K's Training & Sales LLC, Agent X",,Six K's Training & Sales LLC,NY,20,Robert M. Jones,45000,Y,,21.4," 1/4",04/08/2025,2,96,
414,I,2023,,CH,C,04/14/2023,Core Beliefs,Shop Girl,947,Constitution,"Julie Davies LLC, Agent III",,Julie Davies LLC,KY,10,RNA,-45000,,,10.1," 1/8",04/08/2025,1,25,
415,O,2023,,B,C,01/22/2023,Silver State,Sierra Squall,948,Grand Slam,Blas Perez Stables,,Blas Perez Stables,KY,20,OUT,,,04/16/2025,,,,,,
416,I,2023,,B,C,05/08/2023,Into Mischief,Silk Route,949,Empire Maker,"Kings Equine, Agent I",,Kings Equine,KY,1,Mahmud Mouni,1400000,,,9.4," 1/8",04/08/2025,1,34,
417,O,2023,,GR/RO,C,04/06/2023,Awesome Slew,Silver Joy,950,Kitten's Joy,"Silvestre Chavez Thoroughbreds, Agent IX",,Silvestre Chavez Thoroughbreds,FL,17,OUT,,,04/08/2025,,,,,,
418,I,2023,,B,C,05/20/2023,Beau Liam,Sing Lady Sing,951,Scat Daddy,"Envision Equine, Agent",,Envision Equine,KY,D,Hideyuki Mori,95000,,,10.0," 1/8",04/08/2025,2,65,
419,O,2023,,B,C,03/10/2023,Liam's Map,Sip Sip,952,Bernardini,"de Meric Sales, Agent VIII",,de Meric Sales,KY,12,OUT,,,04/16/2025,,,,,,
420,O,2023,,DB/BR,F,04/17/2023,Yaupon,Sister Nova,953,Verrazano,"Scanlon Training & Sales, Agent X",,Scanlon Training & Sales,ON,9,OUT,,,04/16/2025,,,,,,
421,I,2023,,CH,F,04/07/2023,Vekoma,Sita,954,Giant's Causeway,"Six K's Training & Sales LLC, Agent X",,Six K's Training & Sales LLC,FL,20,Dominic Schettino,5000,Y,,10.2," 1/8",04/08/2025,3,125,
422,O,2023,,DB/BR,F,04/25/2023,Known Agenda,Skinner Box,955,Freud,"Hidden Brook, Agent IX",,Hidden Brook,KY,1,OUT,,,04/05/2025,,,,,,
423,O,2023,,B,F,03/08/2023,McKinzie,Sky Copper,956,Sky Mesa,"Grade One Investments LLC, Agent V",,Grade One Investments LLC,VA,14,OUT,,,04/08/2025,,,,,,
424,I,2023,,CH,C,03/15/2023,Gun Runner,Sky Dreamer,957,Sky Mesa,"Six K's Training & Sales LLC, Agent XII",,Six K's Training & Sales LLC,KY,20,Spendthrift Farm LLC,550000,,,21.1," 1/4",04/08/2025,1,10,
425,I,2023,Star Prince,B,C,01/30/2023,Sharp Azteca,Sky Palace,958,Palace,RMS Training & Sales,,RMS Training & Sales,KY,16,RNA,-17000,,,22.2," 1/4",04/08/2025,1,51,
426,O,2023,,DB/BR,C,04/30/2023,Honest Mischief,Sky Wise,959,Smarty Jones,"Best A Luck Farm LLC, Agent IV",,Best A Luck Farm LLC,NY,3,OUT,,,04/08/2025,,,,,,
427,O,2023,,B,C,03/18/2023,Mendelssohn,Slam Chowder,960,Grand Slam,"Top Line Sales LLC, Agent VII",,Top Line Sales LLC,KY,1,OUT,,,04/06/2025,,,,,,
428,O,2023,Two Shores,DB/BR,F,03/22/2023,Union Rags,Smart Policy,961,Smart Strike,"Davis Breaking and Training, Inc., Agent I",,Davis Breaking and Training,MD,12,OUT,,,04/15/2025,,,,,,
429,O,2023,,DB/BR,F,03/08/2023,Candy Ride (ARG),Smooth Path,962,Scat Daddy,"de Meric Sales, Agent VI",,de Meric Sales,KY,12,OUT,,,04/08/2025,,,,,,
430,I,2023,,CH,C,03/14/2023,Speightstown,Smuggler's Moon,963,Gun Runner,"Top Line Sales LLC, Agent VIII",,Top Line Sales LLC,KY,1,Hideyuki Mori,115000,,,10.1," 1/8",04/08/2025,1,54,
431,I,2023,,B,F,03/13/2023,Gunnevera,Snagglepuss,964,Holy Bull,"Julie Davies LLC, Agent IX",,Julie Davies LLC,FL,10,Tiffany Scanlon,11000,,,10.3," 1/8",04/11/2025,2,79,
432,I,2023,,GR/RO,C,03/25/2023,Violence,Snow Top Mountain,965,Najran,"1880 Bloodstock, Agent I",,1880 Bloodstock,KY,20,Kelsey Danner,105000,,,10.1," 1/8",04/08/2025,3,114,
